Airline,Date_of_Journey,Source,Destination,Route,Duration,Additional_Info,Price,Day_of_Journey,Month_of_Journey,Stops,Arrival_Day,Arrival_Month,Day_of_Journey_numbers,Duration_Categorized,Trip_distance,Dep_Day_Period,Arrival_Day_Period,Dep_Hour,Dep_Min,Arrival_Hour,Arrival_Min
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,1220,No info,14571,Sunday,June,1,10,Jun,9,Medium_duration,Medium_Dist,Evening,Afternoon,20,00,16,20
Jet Airways,2019-05-12,Kolkata,Banglore,CCU → DEL → BLR,1685,No info,12121,Sunday,May,1,13,May,12,Long_duration,Medium_Dist,Afternoon,Evening,17,00,21,5
Jet Airways,2019-05-09,Delhi,Cochin,DEL → BOM → COK,925,In-flight meal not included,12373,Thursday,May,1,10,May,9,Medium_duration,Long_Dist,Afternoon,Night,13,00,4,25
Air India,2019-03-09,Banglore,New Delhi,BLR → MAA → DEL,725,No info,10972,Saturday,March,1,None,None,9,Short_duration,Medium_Dist,Ealry_Morning,Evening,11,50,23,55
Jet Airways,2019-06-01,Delhi,Cochin,DEL → BOM → COK,620,In-flight meal not included,10262,Saturday,June,1,None,None,1,Short_duration,Long_Dist,Night,Afternoon,02,15,12,35
Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,745,In-flight meal not included,12898,Monday,May,1,28,May,27,Short_duration,Long_Dist,Afternoon,Night,16,00,4,25
IndiGo,2019-05-18,Delhi,Cochin,DEL → HYD → COK,455,No info,6442,Saturday,May,1,None,None,18,Short_duration,Long_Dist,Ealry_Morning,Afternoon,08,35,16,10
Vistara,2019-04-03,Banglore,Delhi,BLR → DEL,170,No info,5403,Wednesday,April,0,None,None,3,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,09,45,12,35
IndiGo,2019-04-21,Delhi,Cochin,DEL → HYD → COK,275,No info,5703,Sunday,April,1,None,None,21,Short_duration,Long_Dist,Ealry_Morning,Afternoon,07,35,12,10
Multiple carriers,2019-05-09,Delhi,Cochin,DEL → BOM → COK,675,In-flight meal not included,9871,Thursday,May,1,None,None,9,Short_duration,Long_Dist,Ealry_Morning,Afternoon,08,00,19,15
IndiGo,2019-04-15,Kolkata,Banglore,CCU → BLR,155,No info,4174,Monday,April,0,None,None,15,Short_duration,Medium_Dist,Afternoon,Afternoon,15,30,18,5
Air India,2019-05-21,Delhi,Cochin,DEL → HYD → BOM → COK,1560,No info,11972,Tuesday,May,2,22,May,21,Long_duration,Long_Dist,Afternoon,Afternoon,17,15,19,15
SpiceJet,2019-04-18,Kolkata,Banglore,CCU → BLR,145,No info,4174,Thursday,April,0,None,None,18,Short_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,09,00,11,25
IndiGo,2019-05-21,Kolkata,Banglore,CCU → BLR,155,No info,4804,Tuesday,May,0,None,None,21,Short_duration,Medium_Dist,Afternoon,Afternoon,17,15,19,50
Jet Airways,2019-04-01,Kolkata,Banglore,CCU → BOM → BLR,855,No info,12681,Monday,April,1,None,None,1,Medium_duration,Medium_Dist,Ealry_Morning,Evening,06,30,20,45
Air Asia,2019-06-06,Kolkata,Banglore,CCU → BLR,155,No info,4508,Thursday,June,0,None,None,6,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,10,20,12,55
Jet Airways,2019-06-03,Delhi,Cochin,DEL → BOM → COK,1325,In-flight meal not included,10262,Monday,June,1,04,Jun,3,Medium_duration,Long_Dist,Evening,Afternoon,20,55,19,0
Multiple carriers,2019-03-03,Delhi,Cochin,DEL → BOM → COK,395,No info,16775,Sunday,March,1,04,Mar,3,Short_duration,Long_Dist,Afternoon,Night,19,00,1,35
Multiple carriers,2019-06-12,Delhi,Cochin,DEL → BOM → COK,510,No info,7198,Wednesday,June,1,13,Jun,12,Short_duration,Long_Dist,Afternoon,Night,17,00,1,30
Jet Airways,2019-06-15,Delhi,Cochin,DEL → JAI → BOM → COK,1125,No info,13014,Saturday,June,2,16,Jun,15,Medium_duration,Long_Dist,Ealry_Morning,Night,09,40,4,25
Air India,2019-05-12,Kolkata,Banglore,CCU → BBI → IXR → DEL → BLR,2115,No info,10991,Sunday,May,3,13,May,12,Long_duration,Medium_Dist,Afternoon,Evening,12,00,23,15
Vistara,2019-06-21,Chennai,Kolkata,MAA → CCU,135,No info,3687,Friday,June,0,None,None,21,Short_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,07,05,9,20
Air Asia,2019-05-12,Kolkata,Banglore,CCU → BLR,150,No info,5530,Sunday,May,0,None,None,12,Short_duration,Medium_Dist,Afternoon,Evening,19,55,22,25
SpiceJet,2019-03-27,Kolkata,Banglore,CCU → BLR,140,No check-in baggage included,3815,Wednesday,March,0,28,Mar,27,Short_duration,Medium_Dist,Evening,Night,22,20,0,40
Air India,2019-03-01,Kolkata,Banglore,CCU → BLR,150,No info,6535,Friday,March,0,None,None,1,Short_duration,Medium_Dist,Afternoon,Afternoon,14,15,16,45
Jet Airways,2019-03-03,Delhi,Cochin,DEL → BOM → COK,455,No info,17234,Sunday,March,1,04,Mar,3,Short_duration,Long_Dist,Evening,Night,20,50,4,25
Jet Airways,2019-03-06,Delhi,Cochin,DEL → DED → BOM → COK,2135,No info,19907,Wednesday,March,2,08,Mar,6,Long_duration,Long_Dist,Afternoon,Night,16,50,4,25
Air India,2019-03-27,Delhi,Cochin,DEL → BLR → COK,1590,No info,5022,Wednesday,March,1,28,Mar,27,Long_duration,Long_Dist,Evening,Evening,20,30,23,0
Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,690,No info,6305,Wednesday,March,1,None,None,27,Short_duration,Long_Dist,Night,Afternoon,04,00,15,30
Jet Airways,2019-03-21,Delhi,Cochin,DEL → MAA → BOM → COK,1600,In-flight meal not included,8728,Thursday,March,2,22,Mar,21,Long_duration,Long_Dist,Afternoon,Afternoon,16,10,18,50
IndiGo,2019-06-01,Banglore,Delhi,BLR → DEL,180,No info,3943,Saturday,June,0,02,Jun,1,Short_duration,Medium_Dist,Evening,Night,21,15,0,15
IndiGo,2019-03-18,Mumbai,Hyderabad,BOM → HYD,90,No info,3175,Monday,March,0,None,None,18,Short_duration,Short_Dist,Afternoon,Afternoon,16,55,18,25
Jet Airways,2019-03-24,Banglore,New Delhi,BLR → DEL,175,No info,7229,Sunday,March,0,None,None,24,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,11,10,14,5
Multiple carriers,2019-03-09,Delhi,Cochin,DEL → HYD → MAA → COK,855,No info,8620,Saturday,March,2,None,None,9,Medium_duration,Long_Dist,Ealry_Morning,Evening,07,05,21,20
Air India,2019-03-09,Banglore,New Delhi,BLR → CCU → DEL,1015,No info,10657,Saturday,March,1,None,None,9,Medium_duration,Medium_Dist,Ealry_Morning,Evening,05,50,22,45
Jet Airways,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,740,In-flight meal not included,7832,Thursday,March,1,None,None,21,Short_duration,Medium_Dist,Ealry_Morning,Evening,08,00,20,20
Jet Airways,2019-06-27,Delhi,Cochin,DEL → AMD → BOM → COK,1775,In-flight meal not included,11150,Thursday,June,2,28,Jun,27,Long_duration,Long_Dist,Afternoon,Afternoon,13,25,19,0
Jet Airways,2019-03-01,Banglore,New Delhi,BLR → BOM → DEL,1220,No info,25735,Friday,March,1,02,Mar,1,Medium_duration,Medium_Dist,Evening,Afternoon,22,50,19,10
Jet Airways,2019-05-09,Delhi,Cochin,DEL → ATQ → BOM → COK,505,No info,16263,Thursday,May,2,10,May,9,Short_duration,Long_Dist,Evening,Night,20,00,4,25
Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,830,In-flight meal not included,5797,Monday,June,1,25,Jun,24,Medium_duration,Long_Dist,Ealry_Morning,Night,11,40,1,30
Jet Airways,2019-06-06,Delhi,Cochin,DEL → BDQ → BOM → COK,600,No info,14237,Thursday,June,2,07,Jun,6,Short_duration,Long_Dist,Afternoon,Night,18,25,4,25
Jet Airways,2019-06-09,Delhi,Cochin,DEL → BOM → COK,1165,In-flight meal not included,10262,Sunday,June,1,10,Jun,9,Medium_duration,Long_Dist,Ealry_Morning,Night,09,00,4,25
Jet Airways,2019-06-09,Delhi,Cochin,DEL → BOM → COK,1680,In-flight meal not included,10262,Sunday,June,1,10,Jun,9,Long_duration,Long_Dist,Afternoon,Afternoon,15,00,19,0
IndiGo,2019-05-12,Banglore,Delhi,BLR → DEL,170,No info,3943,Sunday,May,0,None,None,12,Short_duration,Medium_Dist,Night,Ealry_Morning,04,00,6,50
Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,1040,In-flight meal not included,12898,Tuesday,May,1,22,May,21,Medium_duration,Long_Dist,Afternoon,Afternoon,19,15,12,35
IndiGo,2019-05-15,Banglore,Delhi,BLR → DEL,165,No info,3419,Wednesday,May,0,None,None,15,Short_duration,Medium_Dist,Night,Night,01,30,4,15
IndiGo,2019-03-15,Banglore,New Delhi,BLR → DEL,175,No info,8033,Friday,March,0,16,Mar,15,Short_duration,Medium_Dist,Evening,Night,21,20,0,15
Jet Airways,2019-03-01,Banglore,New Delhi,BLR → BOM → DEL,805,No info,27992,Friday,March,1,None,None,1,Medium_duration,Medium_Dist,Ealry_Morning,Afternoon,05,45,19,10
Jet Airways,2019-05-12,Kolkata,Banglore,CCU → BOM → BLR,775,No info,13941,Sunday,May,1,13,May,12,Medium_duration,Medium_Dist,Evening,Ealry_Morning,21,10,10,5
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,585,No info,14388,Tuesday,May,1,22,May,21,Short_duration,Medium_Dist,Afternoon,Night,18,55,4,40
Jet Airways,2019-05-12,Kolkata,Banglore,CCU → BOM → BLR,1285,In-flight meal not included,10844,Sunday,May,1,13,May,12,Medium_duration,Medium_Dist,Afternoon,Afternoon,18,55,16,20
IndiGo,2019-03-03,Delhi,Cochin,DEL → HYD → COK,940,No info,11600,Sunday,March,1,None,None,3,Medium_duration,Long_Dist,Ealry_Morning,Evening,06,40,22,20
IndiGo,2019-06-06,Chennai,Kolkata,MAA → CCU,140,No info,5277,Thursday,June,0,07,Jun,6,Short_duration,Medium_Dist,Evening,Night,22,05,0,25
Jet Airways,2019-06-03,Delhi,Cochin,DEL → BOM → COK,865,In-flight meal not included,10262,Monday,June,1,04,Jun,3,Medium_duration,Long_Dist,Afternoon,Night,14,00,4,25
IndiGo,2019-03-03,Banglore,New Delhi,BLR → DEL,170,No info,6144,Sunday,March,0,None,None,3,Short_duration,Medium_Dist,Night,Ealry_Morning,04,00,6,50
Jet Airways,2019-06-03,Delhi,Cochin,DEL → BOM → COK,395,In-flight meal not included,12898,Monday,June,1,04,Jun,3,Short_duration,Long_Dist,Evening,Night,21,50,4,25
Jet Airways,2019-05-12,Kolkata,Banglore,CCU → BOM → BLR,1330,No info,13941,Sunday,May,1,13,May,12,Medium_duration,Medium_Dist,Ealry_Morning,Night,06,30,4,40
Jet Airways,2019-05-18,Delhi,Cochin,DEL → BOM → COK,865,In-flight meal not included,12373,Saturday,May,1,19,May,18,Medium_duration,Long_Dist,Afternoon,Night,14,00,4,25
SpiceJet,2019-04-03,Kolkata,Banglore,CCU → BLR,150,No check-in baggage included,3841,Wednesday,April,0,None,None,3,Short_duration,Medium_Dist,Afternoon,Afternoon,17,10,19,40
Air India,2019-05-18,Kolkata,Banglore,CCU → JAI → BOM → BLR,1415,No info,10697,Saturday,May,2,19,May,18,Medium_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,08,20,7,55
Jet Airways,2019-03-01,Banglore,New Delhi,BLR → BOM → DEL,785,No info,26890,Friday,March,1,02,Mar,1,Medium_duration,Medium_Dist,Ealry_Morning,Night,11,40,0,45
SpiceJet,2019-06-01,Mumbai,Hyderabad,BOM → HYD,90,No check-in baggage included,2175,Saturday,June,0,None,None,1,Short_duration,Short_Dist,Afternoon,Afternoon,13,15,14,45
IndiGo,2019-05-27,Delhi,Cochin,DEL → PNQ → COK,305,No info,9476,Monday,May,1,28,May,27,Short_duration,Long_Dist,Evening,Night,23,30,4,35
Air India,2019-05-24,Mumbai,Hyderabad,BOM → HYD,80,No info,3100,Friday,May,0,None,None,24,Short_duration,Short_Dist,Evening,Evening,21,05,22,25
Jet Airways,2019-06-15,Delhi,Cochin,DEL → JAI → BOM → COK,1375,In-flight meal not included,10368,Saturday,June,2,16,Jun,15,Medium_duration,Long_Dist,Ealry_Morning,Night,05,30,4,25
SpiceJet,2019-05-18,Mumbai,Hyderabad,BOM → HYD,90,No info,2017,Saturday,May,0,19,May,18,Short_duration,Short_Dist,Evening,Night,22,45,0,15
SpiceJet,2019-04-15,Kolkata,Banglore,CCU → BLR,155,No check-in baggage included,3841,Monday,April,0,None,None,15,Short_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,06,55,9,30
Air India,2019-05-21,Delhi,Cochin,DEL → NAG → BOM → COK,2240,No info,10493,Tuesday,May,2,22,May,21,Long_duration,Long_Dist,Ealry_Morning,Afternoon,05,55,19,15
SpiceJet,2019-03-09,Banglore,New Delhi,BLR → DEL,170,No info,5126,Saturday,March,0,None,None,9,Short_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,05,45,8,35
IndiGo,2019-06-18,Banglore,Delhi,BLR → DEL,170,No info,3943,Tuesday,June,0,19,Jun,18,Short_duration,Medium_Dist,Evening,Night,23,30,2,20
Air India,2019-03-06,Delhi,Cochin,DEL → HYD → BOM → COK,2170,No info,11552,Wednesday,March,2,07,Mar,6,Long_duration,Long_Dist,Ealry_Morning,Afternoon,07,05,19,15
Air India,2019-03-21,Delhi,Cochin,DEL → BOM → COK,555,No info,7934,Thursday,March,1,None,None,21,Short_duration,Long_Dist,Ealry_Morning,Afternoon,10,00,19,15
Air India,2019-03-01,Mumbai,Hyderabad,BOM → HYD,85,No info,6092,Friday,March,0,None,None,1,Short_duration,Short_Dist,Afternoon,Afternoon,15,00,16,25
IndiGo,2019-06-12,Delhi,Cochin,DEL → PNQ → COK,305,No info,10112,Wednesday,June,1,13,Jun,12,Short_duration,Long_Dist,Evening,Night,23,30,4,35
Vistara,2019-03-09,Chennai,Kolkata,MAA → CCU,135,No info,6627,Saturday,March,0,None,None,9,Short_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,07,05,9,20
Jet Airways,2019-06-03,Delhi,Cochin,DEL → IDR → BOM → COK,910,In-flight meal not included,11507,Monday,June,2,04,Jun,3,Medium_duration,Long_Dist,Evening,Afternoon,21,25,12,35
Jet Airways,2019-03-01,Banglore,New Delhi,BLR → BOM → DEL,1555,No info,26890,Friday,March,1,03,Mar,1,Long_duration,Medium_Dist,Evening,Night,22,50,0,45
Jet Airways,2019-03-12,Banglore,New Delhi,BLR → BOM → DEL,340,No info,13817,Tuesday,March,1,None,None,12,Short_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,05,45,11,25
Jet Airways,2019-04-01,Kolkata,Banglore,CCU → BOM → BLR,450,No info,13364,Monday,April,1,02,Apr,1,Short_duration,Medium_Dist,Evening,Night,21,10,4,40
Vistara,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,1065,No info,9187,Thursday,June,1,07,Jun,6,Medium_duration,Medium_Dist,Afternoon,Ealry_Morning,17,00,10,45
IndiGo,2019-05-09,Chennai,Kolkata,MAA → CCU,140,No info,5277,Thursday,May,0,10,May,9,Short_duration,Medium_Dist,Evening,Night,22,05,0,25
Air India,2019-03-12,Banglore,New Delhi,BLR → AMD → DEL,495,No info,13492,Tuesday,March,1,None,None,12,Short_duration,Medium_Dist,Night,Ealry_Morning,00,30,8,45
Air Asia,2019-06-12,Kolkata,Banglore,CCU → BBI → BLR,220,No info,5162,Wednesday,June,1,None,None,12,Short_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,06,50,10,30
GoAir,2019-06-09,Delhi,Cochin,DEL → BOM → COK,355,No info,5897,Sunday,June,1,None,None,9,Short_duration,Long_Dist,Ealry_Morning,Afternoon,07,00,12,55
Air India,2019-06-03,Kolkata,Banglore,CCU → BLR,150,No info,5510,Monday,June,0,None,None,3,Short_duration,Medium_Dist,Afternoon,Afternoon,14,15,16,45
Jet Airways,2019-03-06,Banglore,New Delhi,BLR → BOM → DEL,1050,No info,17261,Wednesday,March,1,07,Mar,6,Medium_duration,Medium_Dist,Afternoon,Ealry_Morning,16,55,10,25
Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,830,No info,7485,Tuesday,May,1,22,May,21,Medium_duration,Long_Dist,Ealry_Morning,Night,11,40,1,30
Air India,2019-06-21,Chennai,Kolkata,MAA → CCU,135,No info,4667,Friday,June,0,None,None,21,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,11,40,13,55
Jet Airways,2019-05-15,Kolkata,Banglore,CCU → DEL → BLR,1295,No info,14151,Wednesday,May,1,16,May,15,Medium_duration,Medium_Dist,Evening,Afternoon,20,25,18,0
IndiGo,2019-05-27,Delhi,Cochin,DEL → BOM → COK,570,No info,7048,Monday,May,1,28,May,27,Short_duration,Long_Dist,Afternoon,Night,16,00,1,30
Jet Airways,2019-03-21,Delhi,Cochin,DEL → BOM → COK,520,No info,12557,Thursday,March,1,22,Mar,21,Short_duration,Long_Dist,Afternoon,Night,19,45,4,25
Multiple carriers,2019-06-15,Delhi,Cochin,DEL → IDR → BOM → COK,625,No info,15965,Saturday,June,2,16,Jun,15,Short_duration,Long_Dist,Afternoon,Night,15,05,1,30
Air India,2019-03-03,Banglore,New Delhi,BLR → CCU → GAU → DEL,2105,No info,11791,Sunday,March,2,07,Mar,3,Long_duration,Medium_Dist,Ealry_Morning,Evening,11,05,22,10
Multiple carriers,2019-03-03,Delhi,Cochin,DEL → HYD → MAA → COK,855,No info,8291,Sunday,March,2,None,None,3,Medium_duration,Long_Dist,Ealry_Morning,Evening,07,05,21,20
IndiGo,2019-04-21,Banglore,Delhi,BLR → DEL,180,No info,4990,Sunday,April,0,None,None,21,Short_duration,Medium_Dist,Afternoon,Afternoon,16,55,19,55
Vistara,2019-05-12,Kolkata,Banglore,CCU → DEL → BLR,1550,No info,9135,Sunday,May,1,13,May,12,Long_duration,Medium_Dist,Afternoon,Afternoon,17,00,18,50
Air Asia,2019-04-12,Kolkata,Banglore,CCU → BLR,150,No info,4409,Friday,April,0,13,Apr,12,Short_duration,Medium_Dist,Evening,Night,22,50,1,20
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,520,In-flight meal not included,10844,Tuesday,May,1,22,May,21,Short_duration,Medium_Dist,Evening,Night,20,00,4,40
Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,600,No info,10407,Monday,May,1,None,None,27,Short_duration,Long_Dist,Ealry_Morning,Afternoon,09,00,19,0
Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,690,No info,9315,Monday,May,1,None,None,27,Short_duration,Long_Dist,Ealry_Morning,Afternoon,07,30,19,0
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,450,In-flight meal not included,9663,Friday,May,1,25,May,24,Short_duration,Medium_Dist,Evening,Night,21,10,4,40
IndiGo,2019-03-21,Delhi,Cochin,DEL → BOM → COK,420,No info,9264,Thursday,March,1,22,Mar,21,Short_duration,Long_Dist,Afternoon,Night,18,35,1,35
SpiceJet,2019-05-15,Chennai,Kolkata,MAA → CCU,135,No info,3597,Wednesday,May,0,None,None,15,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,09,45,12,0
IndiGo,2019-06-24,Delhi,Cochin,DEL → HYD → COK,425,No info,6442,Monday,June,1,None,None,24,Short_duration,Long_Dist,Ealry_Morning,Afternoon,05,05,12,10
Multiple carriers,2019-05-09,Delhi,Cochin,DEL → BOM → COK,480,No info,15078,Thursday,May,1,10,May,9,Short_duration,Long_Dist,Afternoon,Night,17,30,1,30
IndiGo,2019-05-01,Kolkata,Banglore,CCU → NAG → BLR,325,No info,6218,Wednesday,May,1,None,None,1,Short_duration,Medium_Dist,Afternoon,Evening,18,05,23,30
Jet Airways,2019-06-12,Delhi,Cochin,DEL → BOM → COK,1415,In-flight meal not included,10262,Wednesday,June,1,13,Jun,12,Medium_duration,Long_Dist,Afternoon,Afternoon,13,00,12,35
Multiple carriers,2019-03-09,Delhi,Cochin,DEL → BOM → COK,395,No info,13677,Saturday,March,1,10,Mar,9,Short_duration,Long_Dist,Afternoon,Night,19,00,1,35
Jet Airways,2019-06-24,Banglore,Delhi,BLR → DEL,180,No info,8016,Monday,June,0,None,None,24,Short_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,07,10,10,10
Jet Airways,2019-06-03,Delhi,Cochin,DEL → BOM → COK,1145,In-flight meal not included,10262,Monday,June,1,04,Jun,3,Medium_duration,Long_Dist,Afternoon,Afternoon,17,30,12,35
SpiceJet,2019-06-27,Kolkata,Banglore,CCU → BLR,155,No info,3873,Thursday,June,0,None,None,27,Short_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,06,55,9,30
SpiceJet,2019-06-27,Delhi,Cochin,DEL → PNQ → COK,270,No info,4812,Thursday,June,1,None,None,27,Short_duration,Long_Dist,Ealry_Morning,Afternoon,08,45,13,15
SpiceJet,2019-05-15,Mumbai,Hyderabad,BOM → HYD,90,No info,2017,Wednesday,May,0,16,May,15,Short_duration,Short_Dist,Evening,Night,22,45,0,15
IndiGo,2019-03-21,Kolkata,Banglore,CCU → BLR,160,No info,4462,Thursday,March,0,None,None,21,Short_duration,Medium_Dist,Evening,Evening,20,25,23,5
Air India,2019-06-15,Delhi,Cochin,DEL → AMD → BOM → COK,1600,No info,10231,Saturday,June,2,16,Jun,15,Long_duration,Long_Dist,Ealry_Morning,Ealry_Morning,05,00,7,40
Air India,2019-03-21,Banglore,New Delhi,BLR → VGA → DEL,745,No info,6383,Thursday,March,1,None,None,21,Short_duration,Medium_Dist,Ealry_Morning,Evening,10,30,22,55
Air India,2019-06-24,Delhi,Cochin,DEL → HYD → BOM → COK,865,No info,11989,Monday,June,2,25,Jun,24,Medium_duration,Long_Dist,Afternoon,Ealry_Morning,17,15,7,40
IndiGo,2019-03-24,Banglore,New Delhi,BLR → DEL,170,No info,7303,Sunday,March,0,None,None,24,Short_duration,Medium_Dist,Afternoon,Evening,18,55,21,45
Jet Airways,2019-04-21,Banglore,Delhi,BLR → DEL,185,No info,7229,Sunday,April,0,None,None,21,Short_duration,Medium_Dist,Afternoon,Evening,18,55,22,0
Jet Airways,2019-06-21,Mumbai,Hyderabad,BOM → HYD,90,In-flight meal not included,4995,Friday,June,0,None,None,21,Short_duration,Short_Dist,Ealry_Morning,Ealry_Morning,08,45,10,15
Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,480,No info,7408,Saturday,June,1,None,None,15,Short_duration,Long_Dist,Afternoon,Evening,13,00,21,0
Air India,2019-05-15,Kolkata,Banglore,CCU → GAU → DEL → BLR,1185,No info,14960,Wednesday,May,2,16,May,15,Medium_duration,Medium_Dist,Afternoon,Afternoon,16,45,12,30
Air Asia,2019-03-24,Banglore,New Delhi,BLR → DEL,165,No info,4482,Sunday,March,0,28,Mar,24,Short_duration,Medium_Dist,Evening,Night,23,25,2,10
IndiGo,2019-06-01,Delhi,Cochin,DEL → HYD → COK,560,No info,6442,Saturday,June,1,None,None,1,Short_duration,Long_Dist,Ealry_Morning,Afternoon,06,50,16,10
Jet Airways,2019-05-12,Banglore,Delhi,BLR → DEL,180,In-flight meal not included,6144,Sunday,May,0,None,None,12,Short_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,08,20,11,20
Jet Airways,2019-05-27,Delhi,Cochin,DEL → JAI → BOM → COK,1615,No info,15129,Monday,May,2,28,May,27,Long_duration,Long_Dist,Ealry_Morning,Afternoon,09,40,12,35
Air India,2019-05-21,Delhi,Cochin,DEL → GOI → BOM → COK,1275,No info,10231,Tuesday,May,2,22,May,21,Medium_duration,Long_Dist,Evening,Afternoon,22,00,19,15
IndiGo,2019-04-03,Banglore,Delhi,BLR → DEL,170,No info,4823,Wednesday,April,0,None,None,3,Short_duration,Medium_Dist,Evening,Evening,20,00,22,50
